pathway_name,method,mean_rank,rank_variance,min_rank,max_rank,n_folds,is_rna_processing
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,integrated_gradients,357.8,115989.3142857143,24,1163,5,False
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,integrated_gradients,359.1333333333333,60989.409523809525,80,824,5,False
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,integrated_gradients,359.26666666666665,65441.63809523811,61,847,5,False
REACTOME_SIGNALING_BY_VEGF,integrated_gradients,359.8,82495.17142857143,97,1294,5,False
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,integrated_gradients,360.6666666666667,78089.09523809524,96,951,5,False
REACTOME_POTASSIUM_CHANNELS,integrated_gradients,362.06666666666666,70376.78095238094,112,946,5,False
REACTOME_DNA_REPLICATION,integrated_gradients,364.53333333333336,76282.5523809524,68,1174,5,False
REACTOME_SARS_COV_1_HOST_INTERACTIONS,integrated_gradients,364.73333333333335,78166.49523809525,78,1105,5,False
REACTOME_SARS_COV_1_INFECTION,integrated_gradients,365.0,91430.71428571428,73,1103,5,False
REACTOME_SIGNALING_BY_MET,integrated_gradients,365.26666666666665,62484.06666666666,55,1117,5,False
REACTOME_INFLUENZA_INFECTION,integrated_gradients,365.93333333333334,97900.20952380952,26,905,5,False
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,integrated_gradients,368.93333333333334,140324.92380952378,63,1089,5,False
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,integrated_gradients,369.6,123990.25714285715,89,1223,5,False
REACTOME_METABOLISM_OF_STEROID_HORMONES,integrated_gradients,370.53333333333336,77246.83809523808,94,1095,5,False
REACTOME_CHROMOSOME_MAINTENANCE,integrated_gradients,370.8666666666667,119459.98095238095,108,1269,5,False
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,integrated_gradients,371.0,46151.57142857143,123,769,5,False
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,integrated_gradients,371.26666666666665,58897.63809523811,145,827,5,False
REACTOME_COMPLEX_I_BIOGENESIS,integrated_gradients,371.53333333333336,44632.69523809523,106,804,5,False
REACTOME_AURKA_ACTIVATION_BY_TPX2,integrated_gradients,371.6,75972.40000000001,54,1075,5,False
REACTOME_ISG15_ANTIVIRAL_MECHANISM,integrated_gradients,372.26666666666665,40210.780952380956,89,836,5,False
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,integrated_gradients,373.6,78604.54285714286,163,1185,5,False
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,integrated_gradients,376.3333333333333,67247.23809523809,91,1113,5,False
REACTOME_SPHINGOLIPID_METABOLISM,integrated_gradients,376.53333333333336,58687.69523809524,79,1058,5,False
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,integrated_gradients,377.6666666666667,103352.23809523808,70,1235,5,False
REACTOME_RHOG_GTPASE_CYCLE,integrated_gradients,379.0,32806.142857142855,150,796,5,False
REACTOME_RAC3_GTPASE_CYCLE,integrated_gradients,379.1333333333333,54794.69523809524,90,795,5,False
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,integrated_gradients,380.26666666666665,47608.49523809524,96,817,5,False
REACTOME_SIGNALING_BY_FGFR,integrated_gradients,380.26666666666665,73275.49523809525,110,963,5,False
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,integrated_gradients,381.0,36438.142857142855,115,726,5,False
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS,integrated_gradients,381.6666666666667,88392.80952380951,51,1059,5,False
REACTOME_RHOB_GTPASE_CYCLE,integrated_gradients,382.4,23516.68571428571,103,661,5,False
REACTOME_GPER1_SIGNALING,integrated_gradients,383.46666666666664,35715.55238095239,148,737,5,False
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,integrated_gradients,384.26666666666665,28285.638095238097,95,690,5,False
REACTOME_RHOC_GTPASE_CYCLE,integrated_gradients,384.53333333333336,86523.55238095239,113,1272,5,False
REACTOME_OLFACTORY_SIGNALING_PATHWAY,integrated_gradients,386.8666666666667,41355.123809523815,109,809,5,False
REACTOME_SIGNALING_BY_RETINOIC_ACID,integrated_gradients,388.4,18927.114285714284,152,601,5,False
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,integrated_gradients,388.53333333333336,82089.55238095239,105,1133,5,False
REACTOME_UCH_PROTEINASES,integrated_gradients,388.73333333333335,72163.06666666668,59,1178,5,False
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,integrated_gradients,389.93333333333334,66300.78095238094,165,1173,5,False
REACTOME_ONCOGENIC_MAPK_SIGNALING,integrated_gradients,393.93333333333334,48072.49523809524,140,881,5,False
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,integrated_gradients,394.06666666666666,83750.78095238094,71,993,5,False
REACTOME_COLLAGEN_DEGRADATION,integrated_gradients,394.06666666666666,103867.35238095238,105,1261,5,False
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,integrated_gradients,396.0,39545.285714285725,102,751,5,False
REACTOME_NETRIN_1_SIGNALING,integrated_gradients,396.4,45498.114285714284,164,1062,5,False
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,integrated_gradients,397.2,81123.74285714286,84,1160,5,False
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,integrated_gradients,399.1333333333333,115287.26666666668,81,1283,5,False
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,integrated_gradients,399.46666666666664,95137.8380952381,79,1276,5,False
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,integrated_gradients,402.06666666666666,27541.638095238093,197,892,5,False
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,integrated_gradients,406.6666666666667,120834.09523809522,126,1277,5,False
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,integrated_gradients,407.73333333333335,54153.35238095238,92,810,5,False
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,integrated_gradients,409.8666666666667,50096.98095238096,62,754,5,False
REACTOME_STRIATED_MUSCLE_CONTRACTION,integrated_gradients,409.93333333333334,43896.63809523809,185,930,5,False
REACTOME_HCMV_INFECTION,integrated_gradients,410.73333333333335,124979.92380952383,61,1265,5,False
REACTOME_SIGNALING_BY_PDGF,integrated_gradients,411.2,70411.31428571428,147,1056,5,False
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,integrated_gradients,411.6666666666667,33688.52380952381,203,801,5,False
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,integrated_gradients,412.4,125279.54285714285,81,1295,5,False
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS,integrated_gradients,412.46666666666664,100930.26666666668,117,1168,5,False
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,integrated_gradients,412.53333333333336,168552.26666666675,34,1149,5,False
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,integrated_gradients,412.53333333333336,46582.695238095235,171,841,5,False
REACTOME_CIRCADIAN_CLOCK,integrated_gradients,412.6666666666667,95135.80952380954,188,1156,5,False
REACTOME_PARASITE_INFECTION,integrated_gradients,414.2,63023.02857142857,175,1038,5,False
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,integrated_gradients,414.2,29555.314285714285,166,716,5,False
REACTOME_MITOTIC_PROPHASE,integrated_gradients,414.4,129423.11428571427,89,1170,5,False
REACTOME_PKR_MEDIATED_SIGNALING,integrated_gradients,415.26666666666665,133027.06666666668,21,1222,5,False
REACTOME_RAC2_GTPASE_CYCLE,integrated_gradients,416.1333333333333,36752.12380952381,154,774,5,False
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,integrated_gradients,417.1333333333333,56640.980952380945,114,820,5,False
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,integrated_gradients,417.46666666666664,80001.26666666665,135,1219,5,False
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,integrated_gradients,418.06666666666666,42761.35238095238,139,827,5,False
REACTOME_CA2_PATHWAY,integrated_gradients,418.26666666666665,39867.35238095238,100,790,5,False
REACTOME_SEMAPHORIN_INTERACTIONS,integrated_gradients,418.6,98483.1142857143,69,1069,5,False
REACTOME_LAMININ_INTERACTIONS,integrated_gradients,419.3333333333333,58072.80952380952,155,1180,5,False
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,integrated_gradients,422.2,125071.31428571428,74,1176,5,False
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,integrated_gradients,422.6,151622.68571428568,92,1288,5,False
REACTOME_SIGNALING_BY_FGFR1,integrated_gradients,423.2,24237.314285714285,206,696,5,False
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,integrated_gradients,423.6666666666667,115272.9523809524,122,1107,5,False
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,integrated_gradients,423.6666666666667,121229.38095238095,116,1195,5,False
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,integrated_gradients,424.26666666666665,150509.49523809526,27,1276,5,False
REACTOME_PEPTIDE_HORMONE_METABOLISM,integrated_gradients,424.3333333333333,107306.09523809524,89,1247,5,False
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,integrated_gradients,424.46666666666664,90491.98095238094,42,971,5,False
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,integrated_gradients,426.26666666666665,165139.20952380952,65,1253,5,False
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,integrated_gradients,427.53333333333336,91420.40952380955,70,1157,5,False
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,integrated_gradients,427.6666666666667,93933.80952380954,72,1162,5,False
REACTOME_STIMULI_SENSING_CHANNELS,integrated_gradients,429.8666666666667,141285.83809523808,60,1212,5,False
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,integrated_gradients,430.3333333333333,27169.809523809523,204,815,5,False
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,integrated_gradients,430.8,45813.17142857143,161,854,5,False
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,integrated_gradients,430.8,115375.45714285714,60,1149,5,False
REACTOME_ION_HOMEOSTASIS,integrated_gradients,431.6,28062.971428571425,172,794,5,False
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,integrated_gradients,432.46666666666664,55180.8380952381,84,930,5,False
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,integrated_gradients,432.6,16581.11428571428,291,649,5,False
REACTOME_TP53_REGULATES_METABOLIC_GENES,integrated_gradients,433.8666666666667,79075.55238095237,131,1141,5,False
REACTOME_CLEC7A_DECTIN_1_SIGNALING,integrated_gradients,435.0,121905.71428571429,25,1192,5,False
REACTOME_ATTENUATION_PHASE,integrated_gradients,435.8,65175.74285714286,129,888,5,False
REACTOME_HIV_TRANSCRIPTION_INITIATION,integrated_gradients,436.4,41997.25714285715,173,845,5,False
REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,integrated_gradients,437.2,74317.74285714285,175,1170,5,False
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,integrated_gradients,438.4,71138.82857142857,161,976,5,False
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,integrated_gradients,438.6666666666667,105007.8095238095,43,1132,5,False
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,integrated_gradients,439.53333333333336,77078.98095238095,173,1131,5,False
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,integrated_gradients,439.73333333333335,56882.49523809524,98,950,5,False
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,integrated_gradients,440.2,83622.45714285715,125,1221,5,False
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,integrated_gradients,444.6666666666667,97626.09523809524,98,985,5,False
REACTOME_MITOCHONDRIAL_TRANSLATION,integrated_gradients,445.2,59222.74285714286,95,883,5,False
REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX,integrated_gradients,445.6,69921.40000000001,137,1059,5,False
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,integrated_gradients,448.3333333333333,112998.23809523808,160,1284,5,False
REACTOME_ARACHIDONIC_ACID_METABOLISM,integrated_gradients,449.1333333333333,101963.26666666668,159,1157,5,False
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,integrated_gradients,449.2,102285.74285714285,117,1096,5,False
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,integrated_gradients,453.93333333333334,81387.06666666667,126,1163,5,False
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,integrated_gradients,454.73333333333335,83907.2095238095,159,992,5,False
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,integrated_gradients,456.53333333333336,71976.40952380955,123,986,5,False
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,integrated_gradients,457.1333333333333,86697.12380952381,108,955,5,False
REACTOME_RHOQ_GTPASE_CYCLE,integrated_gradients,457.73333333333335,108345.9238095238,160,1102,5,False
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,integrated_gradients,458.4,59686.11428571427,176,942,5,False
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,integrated_gradients,458.8666666666667,126177.98095238095,107,1269,5,False
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,integrated_gradients,459.26666666666665,68255.20952380952,181,1047,5,False
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,integrated_gradients,459.93333333333334,70211.35238095238,145,973,5,False
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,integrated_gradients,460.0,93483.00000000001,56,1130,5,False
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,integrated_gradients,460.93333333333334,79679.3523809524,179,1228,5,False
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,integrated_gradients,461.6,41655.82857142857,171,868,5,True
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,integrated_gradients,462.8666666666667,107595.8380952381,60,1166,5,False
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,integrated_gradients,464.6666666666667,55399.80952380953,119,933,5,False
REACTOME_PI_METABOLISM,integrated_gradients,464.8,97960.45714285714,141,1170,5,False
REACTOME_MET_PROMOTES_CELL_MOTILITY,integrated_gradients,466.3333333333333,52253.952380952374,154,981,5,False
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,integrated_gradients,467.1333333333333,97934.26666666665,195,1278,5,False
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,integrated_gradients,469.0,81243.42857142857,71,1060,5,False
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,integrated_gradients,471.8666666666667,125303.55238095239,135,1203,5,False
REACTOME_GLYCOGEN_METABOLISM,integrated_gradients,474.26666666666665,19187.638095238093,204,720,5,False
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION,integrated_gradients,474.8666666666667,45820.98095238096,113,932,5,False
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,integrated_gradients,476.0,67403.14285714286,196,1178,5,False
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,integrated_gradients,476.26666666666665,65589.49523809525,116,1091,5,False
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,integrated_gradients,476.3333333333333,95779.38095238095,91,1125,5,False
REACTOME_INTERLEUKIN_1_SIGNALING,integrated_gradients,476.4,111992.97142857141,92,1145,5,False
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,integrated_gradients,476.73333333333335,96709.49523809519,77,1191,5,False
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION,integrated_gradients,476.93333333333334,34970.20952380953,160,942,5,False
REACTOME_NEUREXINS_AND_NEUROLIGINS,integrated_gradients,477.4,92084.6857142857,174,1213,5,False
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,integrated_gradients,477.53333333333336,123494.83809523807,29,1220,5,False
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,integrated_gradients,479.6,35069.54285714285,301,955,5,False
REACTOME_PARACETAMOL_ADME,integrated_gradients,479.93333333333334,48890.06666666666,97,881,5,False
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,integrated_gradients,481.0,64220.42857142857,149,929,5,False
REACTOME_SIGNALING_BY_ERBB4,integrated_gradients,481.46666666666664,71390.55238095239,124,1109,5,False
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,integrated_gradients,481.6666666666667,53927.38095238096,229,908,5,False
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS,integrated_gradients,481.93333333333334,167512.06666666668,15,1246,5,False
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,integrated_gradients,482.06666666666666,124120.78095238097,28,1186,5,False
REACTOME_SENSORY_PROCESSING_OF_SOUND,integrated_gradients,482.06666666666666,86484.49523809522,169,1129,5,False
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS,integrated_gradients,482.46666666666664,126656.83809523808,92,1185,5,False
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,integrated_gradients,484.6666666666667,95934.09523809525,118,1136,5,False
REACTOME_INTRAFLAGELLAR_TRANSPORT,integrated_gradients,488.8,105178.02857142857,60,1232,5,False
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,integrated_gradients,489.46666666666664,40255.26666666667,115,813,5,False
REACTOME_SIGNALING_BY_ALK_IN_CANCER,integrated_gradients,490.73333333333335,170441.20952380955,101,1287,5,False
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,integrated_gradients,491.0,78768.42857142857,206,1272,5,False
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,integrated_gradients,491.4,40908.25714285714,124,873,5,False
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,integrated_gradients,493.6,75300.40000000002,135,1036,5,False
REACTOME_SURFACTANT_METABOLISM,integrated_gradients,496.2,71724.02857142857,146,988,5,False
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,integrated_gradients,497.73333333333335,48935.209523809506,104,1067,5,False
REACTOME_GENE_SILENCING_BY_RNA,integrated_gradients,499.53333333333336,118652.69523809524,184,1179,5,False
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,integrated_gradients,499.53333333333336,104366.12380952381,124,1157,5,False
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,integrated_gradients,499.73333333333335,78082.35238095236,83,992,5,False
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,integrated_gradients,499.8,89248.02857142859,166,1147,5,False
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION,integrated_gradients,500.06666666666666,80370.06666666665,215,1200,5,False
REACTOME_SENSORY_PERCEPTION_OF_TASTE,integrated_gradients,500.53333333333336,111201.98095238094,93,1215,5,False
REACTOME_SIGNALING_BY_NOTCH4,integrated_gradients,500.8666666666667,104986.12380952381,155,1099,5,False
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,integrated_gradients,503.1333333333333,122883.98095238092,134,1214,5,False
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,integrated_gradients,503.93333333333334,51670.066666666666,261,1110,5,False
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,integrated_gradients,504.1333333333333,85461.1238095238,152,1203,5,False
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT,integrated_gradients,504.73333333333335,152008.92380952384,76,1215,5,False
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,integrated_gradients,505.53333333333336,55714.26666666667,123,899,5,False
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,integrated_gradients,506.06666666666666,115697.49523809522,117,1258,5,False
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,integrated_gradients,506.8666666666667,75951.69523809526,241,1175,5,False
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,integrated_gradients,507.1333333333333,206572.26666666663,34,1273,5,False
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,integrated_gradients,507.46666666666664,25779.123809523804,284,757,5,False
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,integrated_gradients,509.0,86912.42857142857,181,1219,5,False
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,integrated_gradients,509.8666666666667,122877.40952380953,110,1242,5,False
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,integrated_gradients,509.93333333333334,116752.3523809524,133,1133,5,False
REACTOME_DNA_STRAND_ELONGATION,integrated_gradients,510.6,75835.11428571427,235,1274,5,False
REACTOME_PROTEIN_FOLDING,integrated_gradients,512.6,178190.97142857144,96,1244,5,False
REACTOME_DAG_AND_IP3_SIGNALING,integrated_gradients,513.5333333333333,61264.123809523786,222,1153,5,False
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,integrated_gradients,514.9333333333333,125457.35238095236,101,1169,5,False
REACTOME_KIDNEY_DEVELOPMENT,integrated_gradients,515.4666666666667,113412.12380952381,166,1244,5,False
REACTOME_NCAM1_INTERACTIONS,integrated_gradients,517.4666666666667,101977.98095238095,70,1115,5,False
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,integrated_gradients,518.0666666666667,33789.352380952376,260,948,5,False
REACTOME_RND2_GTPASE_CYCLE,integrated_gradients,519.4,73285.4,158,1075,5,False
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,integrated_gradients,519.7333333333333,107112.92380952381,158,1247,5,False
REACTOME_METABOLISM_OF_POLYAMINES,integrated_gradients,522.0666666666667,59972.06666666667,161,847,5,False
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,integrated_gradients,522.3333333333334,33512.95238095238,239,769,5,False
REACTOME_SIGNALING_BY_ACTIVIN,integrated_gradients,522.3333333333334,65243.5238095238,227,1021,5,False
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,integrated_gradients,523.7333333333333,128513.92380952381,178,1258,5,False
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,integrated_gradients,524.1333333333333,75646.5523809524,187,949,5,False
REACTOME_HEDGEHOG_ON_STATE,integrated_gradients,525.3333333333334,79618.66666666666,158,978,5,False
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,integrated_gradients,525.4,110772.97142857141,85,1167,5,False
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,integrated_gradients,525.4666666666667,69820.69523809523,121,1116,5,False
REACTOME_DIFFERENTIATION_OF_KERATINOCYTES_IN_INTERFOLLICULAR_EPIDERMIS_IN_MAMMALIAN_SKIN,integrated_gradients,525.9333333333333,43111.638095238086,145,778,5,False
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,integrated_gradients,526.2,54147.74285714286,237,1038,5,True
REACTOME_PD_1_SIGNALING,integrated_gradients,528.0,128398.42857142855,144,1285,5,False
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,integrated_gradients,529.0666666666667,93688.9238095238,105,1050,5,False
REACTOME_HIV_TRANSCRIPTION_ELONGATION,integrated_gradients,529.1333333333333,117148.98095238095,145,1291,5,False
REACTOME_TRIGLYCERIDE_CATABOLISM,integrated_gradients,529.9333333333333,173631.92380952378,165,1273,5,False
REACTOME_DEFENSINS,integrated_gradients,533.2,103640.3142857143,136,1199,5,False
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,integrated_gradients,535.0,23621.857142857138,298,790,5,False
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,integrated_gradients,535.4666666666667,114918.1238095238,106,1147,5,False
REACTOME_REGULATION_OF_RAS_BY_GAPS,integrated_gradients,537.6,92340.4,214,1223,5,False
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,integrated_gradients,538.0666666666667,125681.35238095236,158,1230,5,False
REACTOME_INTERLEUKIN_12_SIGNALING,integrated_gradients,539.9333333333333,92624.3523809524,197,1129,5,False
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS,integrated_gradients,540.8666666666667,67826.26666666668,152,1102,5,False
REACTOME_DNA_REPLICATION_PRE_INITIATION,integrated_gradients,541.8666666666667,147028.8380952381,118,1215,5,False
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,integrated_gradients,543.5333333333333,63060.1238095238,251,1003,5,False
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,integrated_gradients,543.6,36072.25714285714,235,857,5,False
REACTOME_REGULATION_OF_INSULIN_SECRETION,integrated_gradients,544.2666666666667,90611.92380952381,188,1182,5,False
REACTOME_APOPTOTIC_EXECUTION_PHASE,integrated_gradients,545.0666666666667,81702.20952380952,130,1187,5,False
REACTOME_RND1_GTPASE_CYCLE,integrated_gradients,546.2666666666667,67086.78095238096,226,1085,5,False
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,integrated_gradients,547.0,96384.85714285716,167,1163,5,False
REACTOME_SIGNALING_BY_NOTCH1,integrated_gradients,547.8,148397.31428571427,40,1237,5,False
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM,integrated_gradients,548.0,42264.14285714286,228,865,5,False
